"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11893","sample login test","chromium","Thu Sep 18 18:14:23 IST 2025","passed","Thu Sep 18 18:14:35 IST 2025","","sample.test.ts","",""
